No. Tasks: 128   Task Size (no. ints) : 64   Time Per Task: 0.001   Tasks per Enclave: 1
Offloaded Tasks: 0   Time: 0.13688   Comms Time: 0
Offloaded Tasks: 16   Time: 0.122434   Comms Time: 0.00155404
Offloaded Tasks: 32   Time: 0.115553   Comms Time: 0.0106735
Offloaded Tasks: 48   Time: 0.101717   Comms Time: 0.0128377
Offloaded Tasks: 64   Time: 0.12411   Comms Time: 0.0512298
Offloaded Tasks: 80   Time: 0.155049   Comms Time: 0.0661693
Offloaded Tasks: 96   Time: 0.18603   Comms Time: 0.0811506
Offloaded Tasks: 112   Time: 0.217085   Comms Time: 0.0962054
Offloaded Tasks: 128   Time: 0.248801   Comms Time: 0.111921
Test passed. Result valid
